,uid,variable1,variable2,coefficient,k1,k2
998,998,Age: Aged 75 to 79 years,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",0.10990538806984497,TS007A,TS058
999,999,Age: Aged 80 to 84 years,Distance travelled to work: Less than 2km,-0.19253456393916704,TS007A,TS058
1000,1000,Age: Aged 80 to 84 years,Distance travelled to work: 2km to less than 5km,-0.3009737461490887,TS007A,TS058
1001,1001,Age: Aged 80 to 84 years,Distance travelled to work: 5km to less than 10km,-0.03288668106518092,TS007A,TS058
1002,1002,Age: Aged 80 to 84 years,Distance travelled to work: 10km to less than 20km,0.2622657364330373,TS007A,TS058
1003,1003,Age: Aged 80 to 84 years,Distance travelled to work: 20km to less than 30km,0.3087650928540277,TS007A,TS058
1004,1004,Age: Aged 80 to 84 years,Distance travelled to work: 30km to less than 40km,0.32366436857261344,TS007A,TS058
1005,1005,Age: Aged 80 to 84 years,Distance travelled to work: 40km to less than 60km,0.2797021735140862,TS007A,TS058
1006,1006,Age: Aged 80 to 84 years,Distance travelled to work: 60km and over,0.20010874560656736,TS007A,TS058
1007,1007,Age: Aged 80 to 84 years,Distance travelled to work: Works mainly from home,0.015318061445986167,TS007A,TS058
1008,1008,Age: Aged 80 to 84 years,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",0.09029834935186344,TS007A,TS058
1009,1009,Age: Aged 85 years and over,Distance travelled to work: Less than 2km,-0.11365862625060387,TS007A,TS058
1010,1010,Age: Aged 85 years and over,Distance travelled to work: 2km to less than 5km,-0.30335416684206123,TS007A,TS058
1011,1011,Age: Aged 85 years and over,Distance travelled to work: 5km to less than 10km,-0.11171889925339948,TS007A,TS058
1012,1012,Age: Aged 85 years and over,Distance travelled to work: 10km to less than 20km,0.1695367376816028,TS007A,TS058
1013,1013,Age: Aged 85 years and over,Distance travelled to work: 20km to less than 30km,0.2472026769354734,TS007A,TS058
1014,1014,Age: Aged 85 years and over,Distance travelled to work: 30km to less than 40km,0.2796974089964298,TS007A,TS058
1015,1015,Age: Aged 85 years and over,Distance travelled to work: 40km to less than 60km,0.24890127309696955,TS007A,TS058
1016,1016,Age: Aged 85 years and over,Distance travelled to work: 60km and over,0.18016123012951743,TS007A,TS058
1017,1017,Age: Aged 85 years and over,Distance travelled to work: Works mainly from home,0.0898959935659523,TS007A,TS058
1018,1018,Age: Aged 85 years and over,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",0.02030727705763484,TS007A,TS058
1019,1019,Age: Aged 4 years and under,Hours worked: Part-time,-0.07806424615700305,TS007A,TS059
1020,1020,Age: Aged 4 years and under,Hours worked: Part-time: 15 hours or less worked,-0.35004699507520726,TS007A,TS059
1021,1021,Age: Aged 4 years and under,Hours worked: Part-time: 16 to 30 hours worked,0.16259370381821142,TS007A,TS059
1022,1022,Age: Aged 4 years and under,Hours worked: Full-time,0.07806424615700305,TS007A,TS059
1023,1023,Age: Aged 4 years and under,Hours worked: Full-time: 31 to 48 hours worked,0.3430311520933084,TS007A,TS059
1024,1024,Age: Aged 4 years and under,Hours worked: Full-time: 49 or more hours worked,-0.3658013775097716,TS007A,TS059
1025,1025,Age: Aged 5 to 9 years,Hours worked: Part-time,0.06618793421607964,TS007A,TS059
1026,1026,Age: Aged 5 to 9 years,Hours worked: Part-time: 15 hours or less worked,-0.29292010443008215,TS007A,TS059
1027,1027,Age: Aged 5 to 9 years,Hours worked: Part-time: 16 to 30 hours worked,0.319874029680525,TS007A,TS059
1028,1028,Age: Aged 5 to 9 years,Hours worked: Full-time,-0.0661879342160797,TS007A,TS059
1029,1029,Age: Aged 5 to 9 years,Hours worked: Full-time: 31 to 48 hours worked,0.20792467794430197,TS007A,TS059
1030,1030,Age: Aged 5 to 9 years,Hours worked: Full-time: 49 or more hours worked,-0.36592484937605496,TS007A,TS059
1031,1031,Age: Aged 10 to 14 years,Hours worked: Part-time,0.17777107250306445,TS007A,TS059
1032,1032,Age: Aged 10 to 14 years,Hours worked: Part-time: 15 hours or less worked,-0.17024735242132466,TS007A,TS059
1033,1033,Age: Aged 10 to 14 years,Hours worked: Part-time: 16 to 30 hours worked,0.3806163822786149,TS007A,TS059
1034,1034,Age: Aged 10 to 14 years,Hours worked: Full-time,-0.1777710725030644,TS007A,TS059
1035,1035,Age: Aged 10 to 14 years,Hours worked: Full-time: 31 to 48 hours worked,0.03490628158032411,TS007A,TS059
1036,1036,Age: Aged 10 to 14 years,Hours worked: Full-time: 49 or more hours worked,-0.27315626276318705,TS007A,TS059
1037,1037,Age: Aged 15 to 19 years,Hours worked: Part-time,0.38290863831854216,TS007A,TS059
1038,1038,Age: Aged 15 to 19 years,Hours worked: Part-time: 15 hours or less worked,0.47691723715834067,TS007A,TS059
1039,1039,Age: Aged 15 to 19 years,Hours worked: Part-time: 16 to 30 hours worked,0.16501265600577741,TS007A,TS059
1040,1040,Age: Aged 15 to 19 years,Hours worked: Full-time,-0.3829086383185421,TS007A,TS059
1041,1041,Age: Aged 15 to 19 years,Hours worked: Full-time: 31 to 48 hours worked,-0.20216341268098983,TS007A,TS059
1042,1042,Age: Aged 15 to 19 years,Hours worked: Full-time: 49 or more hours worked,-0.21241891048826983,TS007A,TS059
1043,1043,Age: Aged 20 to 24 years,Hours worked: Part-time,0.21093801235929938,TS007A,TS059
1044,1044,Age: Aged 20 to 24 years,Hours worked: Part-time: 15 hours or less worked,0.4682607970272411,TS007A,TS059
1045,1045,Age: Aged 20 to 24 years,Hours worked: Part-time: 16 to 30 hours worked,-0.0686323392774349,TS007A,TS059
1046,1046,Age: Aged 20 to 24 years,Hours worked: Full-time,-0.21093801235929932,TS007A,TS059
1047,1047,Age: Aged 20 to 24 years,Hours worked: Full-time: 31 to 48 hours worked,-0.0764472812757586,TS007A,TS059
1048,1048,Age: Aged 20 to 24 years,Hours worked: Full-time: 49 or more hours worked,-0.16435329693525152,TS007A,TS059
1049,1049,Age: Aged 25 to 29 years,Hours worked: Part-time,-0.36020119157917146,TS007A,TS059
1050,1050,Age: Aged 25 to 29 years,Hours worked: Part-time: 15 hours or less worked,-0.19345198671418065,TS007A,TS059
1051,1051,Age: Aged 25 to 29 years,Hours worked: Part-time: 16 to 30 hours worked,-0.353298432158921,TS007A,TS059
1052,1052,Age: Aged 25 to 29 years,Hours worked: Full-time,0.36020119157917163,TS007A,TS059
1053,1053,Age: Aged 25 to 29 years,Hours worked: Full-time: 31 to 48 hours worked,0.35439686020708183,TS007A,TS059
1054,1054,Age: Aged 25 to 29 years,Hours worked: Full-time: 49 or more hours worked,-0.022779331656653013,TS007A,TS059
1055,1055,Age: Aged 30 to 34 years,Hours worked: Part-time,-0.42576808255394427,TS007A,TS059
1056,1056,Age: Aged 30 to 34 years,Hours worked: Part-time: 15 hours or less worked,-0.3497722446931895,TS007A,TS059
1057,1057,Age: Aged 30 to 34 years,Hours worked: Part-time: 16 to 30 hours worked,-0.3236066831598507,TS007A,TS059
1058,1058,Age: Aged 30 to 34 years,Hours worked: Full-time,0.42576808255394427,TS007A,TS059
1059,1059,Age: Aged 30 to 34 years,Hours worked: Full-time: 31 to 48 hours worked,0.4778871927412724,TS007A,TS059
1060,1060,Age: Aged 30 to 34 years,Hours worked: Full-time: 49 or more hours worked,-0.1068724887628208,TS007A,TS059
1061,1061,Age: Aged 35 to 39 years,Hours worked: Part-time,-0.4158714904089937,TS007A,TS059
1062,1062,Age: Aged 35 to 39 years,Hours worked: Part-time: 15 hours or less worked,-0.3853142836473774,TS007A,TS059
1063,1063,Age: Aged 35 to 39 years,Hours worked: Part-time: 16 to 30 hours worked,-0.28218665140472055,TS007A,TS059
1064,1064,Age: Aged 35 to 39 years,Hours worked: Full-time,0.4158714904089937,TS007A,TS059
1065,1065,Age: Aged 35 to 39 years,Hours worked: Full-time: 31 to 48 hours worked,0.5056247561759382,TS007A,TS059
1066,1066,Age: Aged 35 to 39 years,Hours worked: Full-time: 49 or more hours worked,-0.15704309785290158,TS007A,TS059
1067,1067,Age: Aged 40 to 44 years,Hours worked: Part-time,-0.34318956526384414,TS007A,TS059
1068,1068,Age: Aged 40 to 44 years,Hours worked: Part-time: 15 hours or less worked,-0.2625880931800483,TS007A,TS059
1069,1069,Age: Aged 40 to 44 years,Hours worked: Part-time: 16 to 30 hours worked,-0.2758581680806338,TS007A,TS059
1070,1070,Age: Aged 40 to 44 years,Hours worked: Full-time,0.34318956526384414,TS007A,TS059
1071,1071,Age: Aged 40 to 44 years,Hours worked: Full-time: 31 to 48 hours worked,0.3170637049511099,TS007A,TS059
1072,1072,Age: Aged 40 to 44 years,Hours worked: Full-time: 49 or more hours worked,0.006213656370481458,TS007A,TS059
1073,1073,Age: Aged 45 to 49 years,Hours worked: Part-time,-0.29043914312644364,TS007A,TS059
1074,1074,Age: Aged 45 to 49 years,Hours worked: Part-time: 15 hours or less worked,-0.24443541198889418,TS007A,TS059
1075,1075,Age: Aged 45 to 49 years,Hours worked: Part-time: 16 to 30 hours worked,-0.21621868430954289,TS007A,TS059
1076,1076,Age: Aged 45 to 49 years,Hours worked: Full-time,0.29043914312644364,TS007A,TS059
1077,1077,Age: Aged 45 to 49 years,Hours worked: Full-time: 31 to 48 hours worked,0.10747982550466906,TS007A,TS059
1078,1078,Age: Aged 45 to 49 years,Hours worked: Full-time: 49 or more hours worked,0.22328767625669463,TS007A,TS059
1079,1079,Age: Aged 50 to 54 years,Hours worked: Part-time,-0.14913053183245462,TS007A,TS059
1080,1080,Age: Aged 50 to 54 years,Hours worked: Part-time: 15 hours or less worked,-0.21689942526724398,TS007A,TS059
1081,1081,Age: Aged 50 to 54 years,Hours worked: Part-time: 16 to 30 hours worked,-0.04008431074391999,TS007A,TS059
1082,1082,Age: Aged 50 to 54 years,Hours worked: Full-time,0.14913053183245464,TS007A,TS059
1083,1083,Age: Aged 50 to 54 years,Hours worked: Full-time: 31 to 48 hours worked,-0.05940190477799833,TS007A,TS059
1084,1084,Age: Aged 50 to 54 years,Hours worked: Full-time: 49 or more hours worked,0.2699747032275965,TS007A,TS059
1085,1085,Age: Aged 55 to 59 years,Hours worked: Part-time,-0.0199465201445898,TS007A,TS059
1086,1086,Age: Aged 55 to 59 years,Hours worked: Part-time: 15 hours or less worked,-0.10170777565493817,TS007A,TS059
1087,1087,Age: Aged 55 to 59 years,Hours worked: Part-time: 16 to 30 hours worked,0.051065645241894685,TS007A,TS059
1088,1088,Age: Aged 55 to 59 years,Hours worked: Full-time,0.019946520144589818,TS007A,TS059
1089,1089,Age: Aged 55 to 59 years,Hours worked: Full-time: 31 to 48 hours worked,-0.18686256969430107,TS007A,TS059
1090,1090,Age: Aged 55 to 59 years,Hours worked: Full-time: 49 or more hours worked,0.2786301032055683,TS007A,TS059
1091,1091,Age: Aged 60 to 64 years,Hours worked: Part-time,0.12467431345892788,TS007A,TS059
1092,1092,Age: Aged 60 to 64 years,Hours worked: Part-time: 15 hours or less worked,0.00281621722462752,TS007A,TS059
1093,1093,Age: Aged 60 to 64 years,Hours worked: Part-time: 16 to 30 hours worked,0.17207188552645394,TS007A,TS059
1094,1094,Age: Aged 60 to 64 years,Hours worked: Full-time,-0.12467431345892788,TS007A,TS059
1095,1095,Age: Aged 60 to 64 years,Hours worked: Full-time: 31 to 48 hours worked,-0.2866238574023517,TS007A,TS059
1096,1096,Age: Aged 60 to 64 years,Hours worked: Full-time: 49 or more hours worked,0.2301283206505201,TS007A,TS059
1097,1097,Age: Aged 65 to 69 years,Hours worked: Part-time,0.16840967297035772,TS007A,TS059
1098,1098,Age: Aged 65 to 69 years,Hours worked: Part-time: 15 hours or less worked,0.06099697221598272,TS007A,TS059
1099,1099,Age: Aged 65 to 69 years,Hours worked: Part-time: 16 to 30 hours worked,0.18804142106042482,TS007A,TS059
1100,1100,Age: Aged 65 to 69 years,Hours worked: Full-time,-0.16840967297035772,TS007A,TS059
1101,1101,Age: Aged 65 to 69 years,Hours worked: Full-time: 31 to 48 hours worked,-0.32687977641480404,TS007A,TS059
1102,1102,Age: Aged 65 to 69 years,Hours worked: Full-time: 49 or more hours worked,0.22913312100536876,TS007A,TS059
1103,1103,Age: Aged 70 to 74 years,Hours worked: Part-time,0.15164795022972585,TS007A,TS059
1104,1104,Age: Aged 70 to 74 years,Hours worked: Part-time: 15 hours or less worked,0.09107107022529719,TS007A,TS059
1105,1105,Age: Aged 70 to 74 years,Hours worked: Part-time: 16 to 30 hours worked,0.1412701509513178,TS007A,TS059
1106,1106,Age: Aged 70 to 74 years,Hours worked: Full-time,-0.15164795022972585,TS007A,TS059
1107,1107,Age: Aged 70 to 74 years,Hours worked: Full-time: 31 to 48 hours worked,-0.3302412207224439,TS007A,TS059
1108,1108,Age: Aged 70 to 74 years,Hours worked: Full-time: 49 or more hours worked,0.25498369079851474,TS007A,TS059
1109,1109,Age: Aged 75 to 79 years,Hours worked: Part-time,0.15359336071506732,TS007A,TS059
1110,1110,Age: Aged 75 to 79 years,Hours worked: Part-time: 15 hours or less worked,0.11568654246754251,TS007A,TS059
1111,1111,Age: Aged 75 to 79 years,Hours worked: Part-time: 16 to 30 hours worked,0.12488287374078823,TS007A,TS059
1112,1112,Age: Aged 75 to 79 years,Hours worked: Full-time,-0.15359336071506732,TS007A,TS059
1113,1113,Age: Aged 75 to 79 years,Hours worked: Full-time: 31 to 48 hours worked,-0.3388294618425778,TS007A,TS059
1114,1114,Age: Aged 75 to 79 years,Hours worked: Full-time: 49 or more hours worked,0.2641534887640179,TS007A,TS059
1115,1115,Age: Aged 80 to 84 years,Hours worked: Part-time,0.16241360029856775,TS007A,TS059
1116,1116,Age: Aged 80 to 84 years,Hours worked: Part-time: 15 hours or less worked,0.11510929001892961,TS007A,TS059
1117,1117,Age: Aged 80 to 84 years,Hours worked: Part-time: 16 to 30 hours worked,0.1376590200054363,TS007A,TS059
1118,1118,Age: Aged 80 to 84 years,Hours worked: Full-time,-0.16241360029856775,TS007A,TS059
1119,1119,Age: Aged 80 to 84 years,Hours worked: Full-time: 31 to 48 hours worked,-0.31161946539328944,TS007A,TS059
1120,1120,Age: Aged 80 to 84 years,Hours worked: Full-time: 49 or more hours worked,0.21606539377314732,TS007A,TS059
1121,1121,Age: Aged 85 years and over,Hours worked: Part-time,0.1713488756710583,TS007A,TS059
1122,1122,Age: Aged 85 years and over,Hours worked: Part-time: 15 hours or less worked,0.17490404822256322,TS007A,TS059
1123,1123,Age: Aged 85 years and over,Hours worked: Part-time: 16 to 30 hours worked,0.10373555043087138,TS007A,TS059
1124,1124,Age: Aged 85 years and over,Hours worked: Full-time,-0.17134887567105836,TS007A,TS059
1125,1125,Age: Aged 85 years and over,Hours worked: Full-time: 31 to 48 hours worked,-0.32177064918568227,TS007A,TS059
1126,1126,Age: Aged 85 years and over,Hours worked: Full-time: 49 or more hours worked,0.21847378379076435,TS007A,TS059
1127,1127,Age: Aged 4 years and under,Number of bedrooms: 1 bedroom,0.13814814194757893,TS007A,TS050
1128,1128,Age: Aged 4 years and under,Number of bedrooms: 2 bedrooms,0.19541019967319878,TS007A,TS050
1129,1129,Age: Aged 4 years and under,Number of bedrooms: 3 bedrooms,0.13135349994033724,TS007A,TS050
1130,1130,Age: Aged 4 years and under,Number of bedrooms: 4 or more bedrooms,-0.3761075653273609,TS007A,TS050
1131,1131,Age: Aged 5 to 9 years,Number of bedrooms: 1 bedroom,-0.13746315933147155,TS007A,TS050
1132,1132,Age: Aged 5 to 9 years,Number of bedrooms: 2 bedrooms,-0.05471883635543473,TS007A,TS050
1133,1133,Age: Aged 5 to 9 years,Number of bedrooms: 3 bedrooms,0.31531196523407345,TS007A,TS050
1134,1134,Age: Aged 5 to 9 years,Number of bedrooms: 4 or more bedrooms,-0.18375721934516323,TS007A,TS050
1135,1135,Age: Aged 10 to 14 years,Number of bedrooms: 1 bedroom,-0.2439644333572751,TS007A,TS050
1136,1136,Age: Aged 10 to 14 years,Number of bedrooms: 2 bedrooms,-0.2015769838333338,TS007A,TS050
1137,1137,Age: Aged 10 to 14 years,Number of bedrooms: 3 bedrooms,0.31823842294365806,TS007A,TS050
1138,1138,Age: Aged 10 to 14 years,Number of bedrooms: 4 or more bedrooms,-0.003669055594823526,TS007A,TS050
1139,1139,Age: Aged 15 to 19 years,Number of bedrooms: 1 bedroom,0.11199458274590497,TS007A,TS050
1140,1140,Age: Aged 15 to 19 years,Number of bedrooms: 2 bedrooms,-0.026976409239944137,TS007A,TS050
1141,1141,Age: Aged 15 to 19 years,Number of bedrooms: 3 bedrooms,-0.05584595415596007,TS007A,TS050
1142,1142,Age: Aged 15 to 19 years,Number of bedrooms: 4 or more bedrooms,-0.006272981628474409,TS007A,TS050
1143,1143,Age: Aged 20 to 24 years,Number of bedrooms: 1 bedroom,0.42293214018709435,TS007A,TS050
1144,1144,Age: Aged 20 to 24 years,Number of bedrooms: 2 bedrooms,0.22286339088571663,TS007A,TS050
1145,1145,Age: Aged 20 to 24 years,Number of bedrooms: 3 bedrooms,-0.30516066733685626,TS007A,TS050
1146,1146,Age: Aged 20 to 24 years,Number of bedrooms: 4 or more bedrooms,-0.15733216672108458,TS007A,TS050
1147,1147,Age: Aged 25 to 29 years,Number of bedrooms: 1 bedroom,0.6967122608157713,TS007A,TS050
1148,1148,Age: Aged 25 to 29 years,Number of bedrooms: 2 bedrooms,0.5193113342599278,TS007A,TS050
1149,1149,Age: Aged 25 to 29 years,Number of bedrooms: 3 bedrooms,-0.3905492299245814,TS007A,TS050
1150,1150,Age: Aged 25 to 29 years,Number of bedrooms: 4 or more bedrooms,-0.482610923862199,TS007A,TS050
1151,1151,Age: Aged 30 to 34 years,Number of bedrooms: 1 bedroom,0.65192264693093,TS007A,TS050
1152,1152,Age: Aged 30 to 34 years,Number of bedrooms: 2 bedrooms,0.5072868371146995,TS007A,TS050
1153,1153,Age: Aged 30 to 34 years,Number of bedrooms: 3 bedrooms,-0.2763910416973721,TS007A,TS050
1154,1154,Age: Aged 30 to 34 years,Number of bedrooms: 4 or more bedrooms,-0.5583534632077716,TS007A,TS050
1155,1155,Age: Aged 35 to 39 years,Number of bedrooms: 1 bedroom,0.5042469207802971,TS007A,TS050
1156,1156,Age: Aged 35 to 39 years,Number of bedrooms: 2 bedrooms,0.3498253757779855,TS007A,TS050
1157,1157,Age: Aged 35 to 39 years,Number of bedrooms: 3 bedrooms,-0.1915771367065861,TS007A,TS050
1158,1158,Age: Aged 35 to 39 years,Number of bedrooms: 4 or more bedrooms,-0.4244979829651704,TS007A,TS050
1159,1159,Age: Aged 40 to 44 years,Number of bedrooms: 1 bedroom,0.28172338354505055,TS007A,TS050
1160,1160,Age: Aged 40 to 44 years,Number of bedrooms: 2 bedrooms,0.07374542095125429,TS007A,TS050
1161,1161,Age: Aged 40 to 44 years,Number of bedrooms: 3 bedrooms,-0.21616738872352778,TS007A,TS050
1162,1162,Age: Aged 40 to 44 years,Number of bedrooms: 4 or more bedrooms,-0.038486122664021016,TS007A,TS050
1163,1163,Age: Aged 45 to 49 years,Number of bedrooms: 1 bedroom,-0.10754840807269216,TS007A,TS050
1164,1164,Age: Aged 45 to 49 years,Number of bedrooms: 2 bedrooms,-0.18805956672162752,TS007A,TS050
1165,1165,Age: Aged 45 to 49 years,Number of bedrooms: 3 bedrooms,-0.0717139661703926,TS007A,TS050
1166,1166,Age: Aged 45 to 49 years,Number of bedrooms: 4 or more bedrooms,0.286898085056118,TS007A,TS050
1167,1167,Age: Aged 50 to 54 years,Number of bedrooms: 1 bedroom,-0.45529532776698023,TS007A,TS050
1168,1168,Age: Aged 50 to 54 years,Number of bedrooms: 2 bedrooms,-0.3280594561086408,TS007A,TS050
1169,1169,Age: Aged 50 to 54 years,Number of bedrooms: 3 bedrooms,0.21709917210531118,TS007A,TS050
1170,1170,Age: Aged 50 to 54 years,Number of bedrooms: 4 or more bedrooms,0.34656548382509883,TS007A,TS050
1171,1171,Age: Aged 55 to 59 years,Number of bedrooms: 1 bedroom,-0.5445113229649695,TS007A,TS050
1172,1172,Age: Aged 55 to 59 years,Number of bedrooms: 2 bedrooms,-0.355700703339229,TS007A,TS050
1173,1173,Age: Aged 55 to 59 years,Number of bedrooms: 3 bedrooms,0.28327096413888236,TS007A,TS050
1174,1174,Age: Aged 55 to 59 years,Number of bedrooms: 4 or more bedrooms,0.3641473506866932,TS007A,TS050
1175,1175,Age: Aged 60 to 64 years,Number of bedrooms: 1 bedroom,-0.5619719725486352,TS007A,TS050
1176,1176,Age: Aged 60 to 64 years,Number of bedrooms: 2 bedrooms,-0.353265297598727,TS007A,TS050
1177,1177,Age: Aged 60 to 64 years,Number of bedrooms: 3 bedrooms,0.290757747333739,TS007A,TS050
1178,1178,Age: Aged 60 to 64 years,Number of bedrooms: 4 or more bedrooms,0.3676374199152533,TS007A,TS050
1179,1179,Age: Aged 65 to 69 years,Number of bedrooms: 1 bedroom,-0.5649917468995292,TS007A,TS050
1180,1180,Age: Aged 65 to 69 years,Number of bedrooms: 2 bedrooms,-0.3437093949113829,TS007A,TS050
1181,1181,Age: Aged 65 to 69 years,Number of bedrooms: 3 bedrooms,0.2668888997809663,TS007A,TS050
1182,1182,Age: Aged 65 to 69 years,Number of bedrooms: 4 or more bedrooms,0.38763791929478353,TS007A,TS050
1183,1183,Age: Aged 70 to 74 years,Number of bedrooms: 1 bedroom,-0.560752718093382,TS007A,TS050
1184,1184,Age: Aged 70 to 74 years,Number of bedrooms: 2 bedrooms,-0.3266951446945293,TS007A,TS050
1185,1185,Age: Aged 70 to 74 years,Number of bedrooms: 3 bedrooms,0.2347108331792774,TS007A,TS050
1186,1186,Age: Aged 70 to 74 years,Number of bedrooms: 4 or more bedrooms,0.4055175960459919,TS007A,TS050
1187,1187,Age: Aged 75 to 79 years,Number of bedrooms: 1 bedroom,-0.5357405751785331,TS007A,TS050
1188,1188,Age: Aged 75 to 79 years,Number of bedrooms: 2 bedrooms,-0.3192539989679056,TS007A,TS050
1189,1189,Age: Aged 75 to 79 years,Number of bedrooms: 3 bedrooms,0.2126548092333248,TS007A,TS050
1190,1190,Age: Aged 75 to 79 years,Number of bedrooms: 4 or more bedrooms,0.4044120316344616,TS007A,TS050
1191,1191,Age: Aged 80 to 84 years,Number of bedrooms: 1 bedroom,-0.4926527593341381,TS007A,TS050
1192,1192,Age: Aged 80 to 84 years,Number of bedrooms: 2 bedrooms,-0.30414608459464215,TS007A,TS050
1193,1193,Age: Aged 80 to 84 years,Number of bedrooms: 3 bedrooms,0.2060258176123758,TS007A,TS050
1194,1194,Age: Aged 80 to 84 years,Number of bedrooms: 4 or more bedrooms,0.36861782178869196,TS007A,TS050
1195,1195,Age: Aged 85 years and over,Number of bedrooms: 1 bedroom,-0.36289943815640596,TS007A,TS050
1196,1196,Age: Aged 85 years and over,Number of bedrooms: 2 bedrooms,-0.25170202477570747,TS007A,TS050
1197,1197,Age: Aged 85 years and over,Number of bedrooms: 3 bedrooms,0.08163668421362402,TS007A,TS050
1198,1198,Age: Aged 85 years and over,Number of bedrooms: 4 or more bedrooms,0.363309038923098,TS007A,TS050
1199,1199,Age: Aged 4 years and under,Highest level of qualification: No qualifications,0.4381957685627891,TS007A,TS067
1200,1200,Age: Aged 4 years and under,Highest level of qualification: Level 1 and entry level qualifications,0.36009280453324155,TS007A,TS067
1201,1201,Age: Aged 4 years and under,Highest level of qualification: Level 2 qualifications,0.10187075356319401,TS007A,TS067
1202,1202,Age: Aged 4 years and under,Highest level of qualification: Apprenticeship,-0.15715866366058082,TS007A,TS067
1203,1203,Age: Aged 4 years and under,Highest level of qualification: Level 3 qualifications,-0.32488630806605906,TS007A,TS067
1204,1204,Age: Aged 4 years and under,Highest level of qualification: Level 4 qualifications and above,-0.21474096352796904,TS007A,TS067
1205,1205,Age: Aged 4 years and under,Highest level of qualification: Other qualifications,0.3073022587434854,TS007A,TS067
1206,1206,Age: Aged 5 to 9 years,Highest level of qualification: No qualifications,0.44719123962357166,TS007A,TS067
1207,1207,Age: Aged 5 to 9 years,Highest level of qualification: Level 1 and entry level qualifications,0.4409130604225534,TS007A,TS067
1208,1208,Age: Aged 5 to 9 years,Highest level of qualification: Level 2 qualifications,0.28705538279540765,TS007A,TS067
1209,1209,Age: Aged 5 to 9 years,Highest level of qualification: Apprenticeship,-0.04241388347253013,TS007A,TS067
1210,1210,Age: Aged 5 to 9 years,Highest level of qualification: Level 3 qualifications,-0.3307061997367116,TS007A,TS067
1211,1211,Age: Aged 5 to 9 years,Highest level of qualification: Level 4 qualifications and above,-0.29116349160566846,TS007A,TS067
1212,1212,Age: Aged 5 to 9 years,Highest level of qualification: Other qualifications,0.2614797506035641,TS007A,TS067
1213,1213,Age: Aged 10 to 14 years,Highest level of qualification: No qualifications,0.3901378125197667,TS007A,TS067
1214,1214,Age: Aged 10 to 14 years,Highest level of qualification: Level 1 and entry level qualifications,0.3905847129025365,TS007A,TS067
1215,1215,Age: Aged 10 to 14 years,Highest level of qualification: Level 2 qualifications,0.32546470178985965,TS007A,TS067
1216,1216,Age: Aged 10 to 14 years,Highest level of qualification: Apprenticeship,-0.0403109853359162,TS007A,TS067
1217,1217,Age: Aged 10 to 14 years,Highest level of qualification: Level 3 qualifications,-0.3546259554561074,TS007A,TS067
1218,1218,Age: Aged 10 to 14 years,Highest level of qualification: Level 4 qualifications and above,-0.24765239956860596,TS007A,TS067
1219,1219,Age: Aged 10 to 14 years,Highest level of qualification: Other qualifications,0.22600213952443643,TS007A,TS067
1220,1220,Age: Aged 15 to 19 years,Highest level of qualification: No qualifications,0.014739181559906054,TS007A,TS067
1221,1221,Age: Aged 15 to 19 years,Highest level of qualification: Level 1 and entry level qualifications,-0.12703126751885002,TS007A,TS067
1222,1222,Age: Aged 15 to 19 years,Highest level of qualification: Level 2 qualifications,-0.20897364970824395,TS007A,TS067
1223,1223,Age: Aged 15 to 19 years,Highest level of qualification: Apprenticeship,-0.2943406020653392,TS007A,TS067
1224,1224,Age: Aged 15 to 19 years,Highest level of qualification: Level 3 qualifications,0.5863012751979929,TS007A,TS067
1225,1225,Age: Aged 15 to 19 years,Highest level of qualification: Level 4 qualifications and above,-0.10607928940874506,TS007A,TS067
1226,1226,Age: Aged 15 to 19 years,Highest level of qualification: Other qualifications,0.029661246661902153,TS007A,TS067
1227,1227,Age: Aged 20 to 24 years,Highest level of qualification: No qualifications,-0.11051872848101162,TS007A,TS067
1228,1228,Age: Aged 20 to 24 years,Highest level of qualification: Level 1 and entry level qualifications,-0.32591672885829326,TS007A,TS067
1229,1229,Age: Aged 20 to 24 years,Highest level of qualification: Level 2 qualifications,-0.4999472901381484,TS007A,TS067
1230,1230,Age: Aged 20 to 24 years,Highest level of qualification: Apprenticeship,-0.4125459005913266,TS007A,TS067
1231,1231,Age: Aged 20 to 24 years,Highest level of qualification: Level 3 qualifications,0.6306439219147995,TS007A,TS067
1232,1232,Age: Aged 20 to 24 years,Highest level of qualification: Level 4 qualifications and above,0.07583934520555106,TS007A,TS067
1233,1233,Age: Aged 20 to 24 years,Highest level of qualification: Other qualifications,-0.03381621320185185,TS007A,TS067
1234,1234,Age: Aged 25 to 29 years,Highest level of qualification: No qualifications,-0.006714172004187979,TS007A,TS067
1235,1235,Age: Aged 25 to 29 years,Highest level of qualification: Level 1 and entry level qualifications,-0.25074332429202245,TS007A,TS067
1236,1236,Age: Aged 25 to 29 years,Highest level of qualification: Level 2 qualifications,-0.5347162844203355,TS007A,TS067
1237,1237,Age: Aged 25 to 29 years,Highest level of qualification: Apprenticeship,-0.46662805085305664,TS007A,TS067
1238,1238,Age: Aged 25 to 29 years,Highest level of qualification: Level 3 qualifications,-0.09380000970812336,TS007A,TS067
1239,1239,Age: Aged 25 to 29 years,Highest level of qualification: Level 4 qualifications and above,0.27781433999682353,TS007A,TS067
